Word,Frequency,Line Number,Line Content
,,1761,"He seȝ hir so glorious and gayly atyred,"
gloue,2,1800,"Gif me sumquat of þy gifte, þi gloue if hit were,"
,,1808,"A gloue for a garysoun of Gawaynez giftez,"
glouez,1,584,"With gode cowters and gay, and glouez of plate,"
glowande,1,236,Þen grene aumayl on golde glowande bryȝter.
glydande,1,2268,"As hit com glydande adoun on glode hym to schende,"
glydez,2,751,"Þe gome vpon Gryngolet glydez hem vnder,"
,,938,Gawan glydez ful gay and gos þeder sone;
glyfte,1,2267,"Bot Gawayn on þat giserne glyfte hym bysyde,"
glyterande,1,2041,"And þaȝ þe glyterande golde glent vpon endez,"
glytered,1,605,Þat al glytered and glent as glem of þe sunne.
glyȝt,2,845,"Gawayn glyȝt on þe gome þat godly hym gret,"
,,973,"When Gawayn glyȝt on þat gay, þat graciously loked,"
go,5,448,"'Loke, Gawan, þou be grayþe to go as þou hettez,"
,,814,"'Gode sir,' quoþ Gawan, 'woldez þou go myn ernde"
,,1027,"Þer wer gestes to go vpon þe gray morne,"
,,2111,Hym þynk as queme hym to quelle as quyk go hymseluen.
,,2152,"For alle þe golde vpon grounde I nolde go wyth þe,"
goande,1,2216,For now is gode Gawayn goande ryȝt here.
god,40,381,"'In god fayth,' quoþ þe goode knyȝt, 'Gawan I hatte,"
,,550,"To sech þe gome of þe grene, as God wyl me wysse.'"
,,563,"Þe knyȝt mad ay god chere,"
,,698,"Ne no gome bot God bi gate wyth to karp,"
,,704,Þat auþer God oþer gome wyth goud hert louied.
,,923,"God hatz geuen vus his grace godly for soþe,"
,,1032,"Gawan gef hym god day, þe godmon hym lachchez,"
,,1040,"'Grant merci, sir,' quoþ Gawayn, 'in god fayth hit is yowrez,"
,,1066,"And I wolde loke on þat lede, if God me let wolde,"
,,1067,"Gladloker, bi Goddez sun, þen any god welde!"
,,1113,"'Bi God,' quoþ Gawayn þe gode, 'I grant þertylle,"
,,1180,"And Gawayn þe god mon in gay bed lygez,"
,,1209,"'God moroun, Sir Gawayn,' sayde þat gay lady,"
,,1242,"'In god fayth,' quoþ Gawayn, 'gayn hit me þynkkez,"
,,1246,"Bi God, I were glad, and yow god þoȝt,"
,,1249,"'In god fayth, Sir Gawayn,' quoþ þe gay lady,"
,,1265,"For I haf founden, in god fayth, yowre fraunchis nobele,"
,,1291,"Þenne ho gef hym god day, and wyth a glent laȝed,"
,,1298,"'So god as Gawayn gaynly is halden,"
,,1388,Iwysse with as god wylle hit worþez to ȝourez.'
,,1393,"'Hit is god,' quoþ þe godmon, 'grant mercy þerfore."
,,1483,"Wyȝe þat is so wel wrast alway to god,"
,,1499,"'Ȝe, be God,' quoþ Gawayn, 'good is your speche,"
,,1536,"'In goud fayþe,' quoþ Gawayn, 'God yow forȝelde!"
,,1777,"'God schylde,' quoþ þe schalk, 'þat schal not befalle!'"
,,1838,"Nauþer golde ne garysoun, er God hym grace sende"
,,1968,"Þe gate to þe grene chapel, as God wyl me suffer"
,,1970,"'In god fayþe,' quoþ þe godmon, 'wyth a goud wylle"
,,2070,He gef hit ay god chaunce.
,,2075,"Gef hym God and goud day, þat Gawayn he saue--"
,,2124,"Þat I schal swere bi God and alle his gode halȝez,"
,,2125,"As help me God and þe halydam, and oþez innoghe,"
,,2210,"Let God worche! ""We loo""--"
,,2241,"'Gawayn,' quoþ þat grene gome, 'God þe mot loke!"
,,2252,"'Nay, bi God,' quoþ Gawayn, 'þat me gost lante,"
,,2351,"Al þe gayne þow me gef, as god mon schulde."
,,2367,"So is Gawayn, in god fayth, bi oþer gay knyȝtez."
,,2431,"'Bot your gordel', quoþ Gawayn, 'God yow forȝelde!"
,,2472,As any gome vnder God for þy grete trauþe.'
godde,1,2207,"Þenne 'Bi Godde,' quoþ Gawayn, 'þat gere, as I trowe,"
goddes,1,2454,Morgne þe goddes
goddez,6,370,"And gef hym Goddez blessyng, and gladly hym biddes"
,,1039,Þat Gawayn hatz ben my gest at Goddez awen fest.'
,,1067,"Gladloker, bi Goddez sun, þen any god welde!"
,,2121,"And gotz away sum oþer gate, vpon Goddez halue!"
,,2158,"'Bi Goddez self,' quoþ Gawayn,"
,,2160,"To Goddez wylle I am ful bayn,"
gode,20,109,"There gode Gawan watz grayþed Gwenore bisyde,"
,,482,"Þe kyng and þe gode knyȝt, and kene men hem serued"
,,554,"Launcelot, and Lyonel, and Lucan þe gode,"
,,584,"With gode cowters and gay, and glouez of plate,"
,,635,"Gawan watz for gode knawen, and as golde pured,"
,,814,"'Gode sir,' quoþ Gawan, 'woldez þou go myn ernde"
,,852,To lede a lortschyp in lee of leudez ful gode.
,,968,for Gode!
,,1113,"'Bi God,' quoþ Gawayn þe gode, 'I grant þertylle,"
,,1149,Þer ros for blastez gode
,,1537,"Gret is þe gode gle, and gomen to me huge,"
,,1767,"Þay lanced wordes gode,"
,,1823,"'I wil no giftez, for Gode, my gay, at þis tyme;"
,,1927,"Sir Gawayn þe gode, þat glad watz withalle,"
,,1948,so gode.'
,,2033,Þat forgat not Gawayn for gode of hymseluen.
,,2124,"Þat I schal swere bi God and alle his gode halȝez,"
,,2129,"'Wel worth þe, wyȝe, þat woldez my gode,"
,,2216,For now is gode Gawayn goande ryȝt here.
,,2493,Þat gode Gawayn watz commen; gayn hit hym þoȝt.
godemon,1,1956,Gawayn and þe godemon so glad were þay boþe--
godez,4,326,"Gif me now þy geserne, vpon Godez halue,"
,,694,"Sir Gauan, on Godez halue, þaȝ hym no gomen þoȝt."
,,1945,Bot þis foule fox felle--þe fende haf þe godez!--
,,2151,"Now farez wel, on Godez half, Gawayn þe noble!"
godly,4,273,Þou wyl grant me godly þe gomen þat I ask
,,845,"Gawayn glyȝt on þe gome þat godly hym gret,"
,,923,"God hatz geuen vus his grace godly for soþe,"
,,1377,"And al godly in gomen Gawayn he called,"
godlych,1,585,And alle þe godlych gere þat hym gayn schulde
godmon,5,1032,"Gawan gef hym god day, þe godmon hym lachchez,"
,,1393,"'Hit is god,' quoþ þe godmon, 'grant mercy þerfore."
,,1636,"'Now, Gawayn,' quoþ þe godmon, 'þis gomen is your awen"
,,1933,"He metez me þis godmon inmyddez þe flore,"
,,1970,"'In god fayþe,' quoþ þe godmon, 'wyth a goud wylle"
gold,1,588,"His gold sporez spend with pryde,"
golde,23,159,"Of bryȝt golde, vpon silk bordes barred ful ryche,"
,,167,"With gay gaudi of grene, þe golde ay inmyddes."
,,190,"Ay a herle of þe here, an oþer of golde;"
,,195,Þer mony bellez ful bryȝt of brende golde rungen.
,,211,"Þe grayn al of grene stele and of golde hewen,"
,,236,Þen grene aumayl on golde glowande bryȝter.
,,578,Aboute his knez knaged wyth knotez of golde;
,,592,Þe lest lachet oþer loupe lemed of golde.
,,599,"Þat glemed ful gayly with mony golde frenges,"
,,601,"Þe brydel barred aboute, with bryȝt golde bounden;"
,,604,"And al watz rayled on red ryche golde naylez,"
,,622,Wyth þe pentangel depaynt of pure golde hwez.
,,635,"Gawan watz for gode knawen, and as golde pured,"
,,665,"Ryally wyth red golde vpon rede gowlez,"
,,857,"Of cortynes of clene sylk wyth cler golde hemmez,"
,,860,"Rudelez rennande on ropez, red golde ryngez,"
,,1256,Þen much of þe garysoun oþer golde þat þay hauen.
,,1818,"Ho raȝt hym a riche rynk of red golde werkez,"
,,1833,"Gered hit watz with grene sylke and with golde schaped,"
,,1838,"Nauþer golde ne garysoun, er God hym grace sende"
,,2041,"And þaȝ þe glyterande golde glent vpon endez,"
,,2152,"For alle þe golde vpon grounde I nolde go wyth þe,"
,,2432,"Þat wyl I welde wyth guod wylle, not for þe wynne golde,"
golde-hemmed,1,2397,"And I gif þe, sir, þe gurdel þat is golde-hemmed,"
gome,21,151,Ande al grayþed in grene þis gome and his wedes:
,,178,To þe gome he watz ful gayn.
,,179,"Wel gay watz þis gome gered in grene,"
,,325,I know no gome þat is gast of þy grete wordes;
,,375,"Gawan gotz to þe gome with giserne in honde,"
,,405,Quoþ þe gome in þe grene to Gawan þe hende;
,,550,"To sech þe gome of þe grene, as God wyl me wysse.'"
,,698,"Ne no gome bot God bi gate wyth to karp,"
,,704,Þat auþer God oþer gome wyth goud hert louied.
,,751,"Þe gome vpon Gryngolet glydez hem vnder,"
,,845,"Gawayn glyȝt on þe gome þat godly hym gret,"
,,1384,"'And al I gif yow, Gawayn,' quoþ þe gome þenne,"
,,1754,"At þe grene chapel, when he þe gome metes,"
,,1852,"For quat gome so is gorde with þis grene lace,"
,,2120,"'Forþy, goude Sir Gawayn, let þe gome one,"
,,2229,"And þe gome in þe grene gered as fyrst,"
,,2241,"'Gawayn,' quoþ þat grene gome, 'God þe mot loke!"
,,2261,"THEN þe gome in þe grene grayþed hym swyþe,"
,,2272,"'Þou art not Gawayn,' quoþ þe gome, 'þat is so goud halden,"
,,2463,With glopnyng of þat ilke gome þat gostlych speked
,,2472,As any gome vnder God for þy grete trauþe.'
gomen,9,273,Þou wyl grant me godly þe gomen þat I ask
,,283,"Forþy I craue in þis court a Crystemas gomen,"
,,663,"Whereeuer þe gomen bygan, or glod to an ende."
,,694,"Sir Gauan, on Godez halue, þaȝ hym no gomen þoȝt."
,,1017,"Þat hor play watz passande vche prynce gomen,"
,,1377,"And al godly in gomen Gawayn he called,"
,,1537,"Gret is þe gode gle, and gomen to me huge,"
,,1636,"'Now, Gawayn,' quoþ þe godmon, 'þis gomen is your awen"
,,1934,"And al with gomen he hym gret, and goudly he sayde,"
gomenly,1,1082,"Þenne watz Gawan ful glad, and gomenly he laȝed:"
gomnes,1,1895,Ȝet is þe lorde on þe launde ledande his gomnes.
gomnez,3,496,"Gawan watz glad to begynne þose gomnez in halle,"
,,685,As knyȝtez in cauelaciounz on Crystmasse gomnez!'
,,992,For to glade Sir Gawayn with gomnez in halle
gon,1,1873,"When ho watz gon, Sir Gawayn gerez hym sone,"
good,3,129,Good ber and bryȝt wyn boþe.
,,1445,And sparred forth good sped boute spyt more.
,,1499,"'Ȝe, be God,' quoþ Gawayn, 'good is your speche,"
goode,1,381,"'In god fayth,' quoþ þe goode knyȝt, 'Gawan I hatte,"
gorde,1,1852,"For quat gome so is gorde with þis grene lace,"
gordel,3,2037,"Þe gordel of þe grene silke, þat gay wel bisemed,"
,,2039,"Bot wered not þis ilk wyȝe for wele þis gordel,"
,,2431,"'Bot your gordel', quoþ Gawayn, 'God yow forȝelde!"
gordez,1,2064,"Gordez to Gryngolet with his gilt helez,"
gorger,1,960,"Þat oþer wyth a gorger watz gered ouer þe swyre,"
gos,1,938,Gawan glydez ful gay and gos þeder sone;
gost,1,2252,"'Nay, bi God,' quoþ Gawayn, 'þat me gost lante,"
gostlych,1,2463,With glopnyng of þat ilke gome þat gostlych speked
gotz,3,375,"Gawan gotz to þe gome with giserne in honde,"
,,1294,"Bot þat ȝe be Gawan, hit gotz in mynde.'"
,,2121,"And gotz away sum oþer gate, vpon Goddez halue!"
goud,11,670,"And gef hem alle goud day,"
,,704,Þat auþer God oþer gome wyth goud hert louied.
,,1214,"'Goud moroun, gay,' quoþ Gawayn þe blyþe,"
,,1501,And vche gift þat is geuen not with goud wylle.
,,1536,"'In goud fayþe,' quoþ Gawayn, 'God yow forȝelde!"
,,1739,No hwef goud on hir hede bot þe haȝer stones
,,1862,And he granted and hym gafe with a goud wylle--
,,1940,"In cheuisaunce of þis chaffer, ȝif ȝe hade goud chepez.'"
,,1970,"'In god fayþe,' quoþ þe godmon, 'wyth a goud wylle"
,,2075,"Gef hym God and goud day, þat Gawayn he saue--"
,,2272,"'Þou art not Gawayn,' quoþ þe gome, 'þat is so goud halden,"
goude,2,1626,"Þe goude ladyez were geten, and gedered þe meyny,"
,,2120,"'Forþy, goude Sir Gawayn, let þe gome one,"
goudly,1,1934,"And al with gomen he hym gret, and goudly he sayde,"
gouernour,1,225,'Þe gouernour of þis gyng? Gladly I wolde
goulez,1,621,"THEN þay schewed hym þe schelde, þat was of schyr goulez"
goune,1,2398,"For hit is grene as my goune. Sir Gawayn, ȝe maye"
gowlez,1,665,"Ryally wyth red golde vpon rede gowlez,"
grace,6,923,"God hatz geuen vus his grace godly for soþe,"
,,1216,"For I ȝelde me ȝederly, and ȝeȝe after grace,"
,,1259,þurȝe grace.'
,,1508,Of druryes greme and grace.
,,1838,"Nauþer golde ne garysoun, er God hym grace sende"
,,2482,"On Gryngolet, þat þe grace hade geten of his lyue;"
gracios,1,216,And al bigrauen with grene in gracios werkes;
graciously,1,973,"When Gawayn glyȝt on þat gay, þat graciously loked,"
grame,1,2504,He groned for gref and grame;
grant,5,273,Þou wyl grant me godly þe gomen þat I ask
,,1040,"'Grant merci, sir,' quoþ Gawayn, 'in god fayth hit is yowrez,"
,,1113,"'Bi God,' quoþ Gawayn þe gode, 'I grant þertylle,"
,,1393,"'Hit is god,' quoþ þe godmon, 'grant mercy þerfore."
,,2128,"'Grant merci', quoþ Gawayn, and gruchyng he sayde:"
grante,1,1219,"'Bot wolde ȝe, lady louely, þen leue me grante,"
granted,2,1290,He granted hir ful sone.
,,1862,And he granted and hym gafe with a goud wylle--
grantez,1,1106,"Gauayn grantez alle þyse,"
grattest,2,207,"Þat is grattest in grene when greuez ar bare,"
,,1327,"Gedered þe grattest of gres þat þer were,"
graunt,1,841,"'Graunt mercy,' quoþ Gawayn,"
graunte,1,1842,to graunte;
graunted,1,1684,"Þis watz grayþely graunted, and Gawayn is lenged,"
grauntez,1,924,"Þat such a gest as Gawan grauntez vus to haue,"
gray,2,82,"Þer glent with yȝen gray,"
,,1027,"Þer wer gestes to go vpon þe gray morne,"
graye,1,1715,al graye.
grayes,1,528,And al grayes þe gres þat grene watz ere;
grayn,1,211,"Þe grayn al of grene stele and of golde hewen,"
grayth,1,598,"Bi þat watz Gryngolet grayth, and gurde with a sadel"
grayþe,2,448,"'Loke, Gawan, þou be grayþe to go as þou hettez,"
,,2049,"Thenne watz Gryngolet grayþe, þat gret watz and huge,"
grayþed,6,74,"Whene Guenore, ful gay, grayþed in þe myddes,"
,,109,"There gode Gawan watz grayþed Gwenore bisyde,"
,,151,Ande al grayþed in grene þis gome and his wedes:
,,668,"Now grayþed is Gawan gay,"
,,879,"Watz grayþed for Sir Gawan grayþely with cloþez,"
,,2261,"THEN þe gome in þe grene grayþed hym swyþe,"
grayþely,7,417,"Þe grene knyȝt vpon grounde grayþely hym dresses,"
,,879,"Watz grayþed for Sir Gawan grayþely with cloþez,"
,,1009,Bi vche grome at his degré grayþely watz serued
,,1336,"Þay gryped to þe gargulun, and grayþely departed"
,,1471,"Gawayn grayþely at home, in gerez ful ryche"
,,1684,"Þis watz grayþely graunted, and Gawayn is lenged,"
,,2294,"Gawayn grayþely hit bydez, and glent with no membre,"
grayþez,1,2016,And grayþez me Sir Gawayn vpon a grett wyse.
grece,4,425,"And schrank þurȝ þe schyire grece, and schade hit in twynne,"
,,1379,Schewez hym þe schyree grece schorne vpon rybbes.
,,2025,"Þe gayest into Grece,"
,,2315,"Þe scharp schrank to þe flesche þurȝ þe schyre grece,"
gref,1,2504,He groned for gref and grame;
grehoundez,1,1172,"And þe grehoundez so grete, þat geten hem bylyue"
grem,1,2253,I schal gruch þe no grwe for grem þat fallez.
greme,4,312,"Your gryndellayk and your greme, and your grete wordes?"
,,1508,Of druryes greme and grace.
,,2301,Gawayn ful gryndelly with greme þenne sayde:
,,2372,So agreued for greme he gryed withinne;
grene,47,151,Ande al grayþed in grene þis gome and his wedes:
,,167,"With gay gaudi of grene, þe golde ay inmyddes."
,,172,Þat euer glemered and glent al of grene stones;
,,175,"A grene hors gret and þikke,"
,,179,"Wel gay watz þis gome gered in grene,"
,,189,"Folden in wyth fildore aboute þe fayre grene,"
,,192,"And bounden boþe wyth a bande of a bryȝt grene,"
,,207,"Þat is grattest in grene when greuez ar bare,"
,,211,"Þe grayn al of grene stele and of golde hewen,"
,,216,And al bigrauen with grene in gracios werkes;
,,220,On botounz of þe bryȝt grene brayden ful ryche.
,,235,"As growe grene as þe gres and grener hit semed,"
,,236,Þen grene aumayl on golde glowande bryȝter.
,,305,"Bende his bresed broȝez, blycande grene,"
,,377,"Þen carppez to Sir Gawan þe knyȝt in þe grene,"
,,390,"'Bigog,' quoþ þe grene knyȝt, 'Sir Gawan, me lykes"
,,405,Quoþ þe gome in þe grene to Gawan þe hende;
,,417,"Þe grene knyȝt vpon grounde grayþely hym dresses,"
,,429,"Þe blod brayd fro þe body, þat blykked on þe grene;"
,,451,"To þe grene chapel þou chose, I charge þe, to fotte"
,,454,Þe knyȝt of þe grene chapel men knowen me mony;
,,464,"At þat grene þay laȝe and grenne,"
,,509,"Boþe groundez and þe greuez grene ar her wedez,"
,,528,And al grayes þe gres þat grene watz ere;
,,550,"To sech þe gome of þe grene, as God wyl me wysse.'"
,,706,"If þay hade herde any karp of a knyȝt grene,"
,,707,"In any grounde þeraboute, of þe grene chapel;"
,,710,of grene.
,,1061,"Of þe grene chapel, quere hit on grounde stondez,"
,,1062,"And of þe knyȝt þat hit kepes, of colour of grene."
,,1073,Þe grene chapayle vpon grounde greue yow no more;
,,1675,"Þou schal cheue to þe grene chapel þy charres to make,"
,,1754,"At þe grene chapel, when he þe gome metes,"
,,1833,"Gered hit watz with grene sylke and with golde schaped,"
,,1852,"For quat gome so is gorde with þis grene lace,"
,,1968,"Þe gate to þe grene chapel, as God wyl me suffer"
,,2037,"Þe gordel of þe grene silke, þat gay wel bisemed,"
,,2105,"He cheuez þat chaunce at þe chapel grene,"
,,2188,'Wheþer þis be þe grene chapelle?
,,2193,Wel bisemez þe wyȝe wruxled in grene
,,2229,"And þe gome in þe grene gered as fyrst,"
,,2241,"'Gawayn,' quoþ þat grene gome, 'God þe mot loke!"
,,2261,"THEN þe gome in þe grene grayþed hym swyþe,"
,,2297,"Þen muryly efte con he mele, þe mon in þe grene:"
,,2398,"For hit is grene as my goune. Sir Gawayn, ȝe maye"
,,2401,Of þe chaunce of þe grene chapel at cheualrous knyȝtez.
,,2519,"A bende abelef hym aboute of a bryȝt grene,"
grener,1,235,"As growe grene as þe gres and grener hit semed,"
grenne,1,464,"At þat grene þay laȝe and grenne,"
gres,3,235,"As growe grene as þe gres and grener hit semed,"
,,528,And al grayes þe gres þat grene watz ere;
,,1327,"Gedered þe grattest of gres þat þer were,"
gresse,1,2183,"And ouergrowen with gresse in glodes aywhere,"
gret,13,9,"With gret bobbaunce þat burȝe he biges vpon fyrst,"
,,58,Hit were now gret nye to neuen
,,175,"A grene hors gret and þikke,"
,,845,"Gawayn glyȝt on þe gome þat godly hym gret,"
,,1150,Gret rurd in þat forest.
,,1160,Þe does dryuen with gret dyn to þe depe sladez;
,,1260,"Scho made hym so gret chere,"
,,1537,"Gret is þe gode gle, and gomen to me huge,"
,,1631,"And praysed hit as gret prys þat he proued hade,"
,,1769,"Gret perile bitwene hem stod,"
,,1934,"And al with gomen he hym gret, and goudly he sayde,"
,,2049,"Thenne watz Gryngolet grayþe, þat gret watz and huge,"
,,2371,"Þat oþer stif mon in study stod a gret whyle,"
grete,10,139,"And his lyndes and his lymes so longe and so grete,"
,,312,"Your gryndellayk and your greme, and your grete wordes?"
,,325,I know no gome þat is gast of þy grete wordes;
,,820,"Þay let doun þe grete draȝt and derely out ȝeden,"
,,1172,"And þe grehoundez so grete, þat geten hem bylyue"
,,2007,And drof vche dale ful of dryftes ful grete.
,,2159,'I wyl nauþer grete ne grone;
,,2460,Þat rennes of þe grete renoun of þe Rounde Table;
,,2472,As any gome vnder God for þy grete trauþe.'
,,2492,Þer wakned wele in þat wone when wyst þe grete
grett,1,2016,And grayþez me Sir Gawayn vpon a grett wyse.
greue,5,1073,Þe grene chapayle vpon grounde greue yow no more;
,,1356,And þe corbeles fee þay kest in a greue;
,,1708,"And he trantes and tornayeez þurȝ mony tene greue,"
,,1899,"Renaud com richchande þurȝ a roȝe greue,"
,,1975,bi greue.
greued,3,316,Wyth þis he laȝes so loude þat þe lorde greued;
,,1443,"Ful grymme quen he gronyed; þenne greued mony,"
,,2462,For to haf greued Gaynour and gart hir to dyȝe
greuez,3,207,"Þat is grattest in grene when greuez ar bare,"
,,509,"Boþe groundez and þe greuez grene ar her wedez,"
,,576,"His legez lapped in stel with luflych greuez,"
